CaVal,Middle CsVal,Middle CpVal,points,MaxI
4.5e-11,8.175635127025406e-11,1.772342468493699e-10,96,0.33373296818943177
4.722222222222222e-11,7.824564912982597e-11,1.8716623324664934e-10,184,0.3107432395705372
4.9444444444444446e-11,7.629525905181037e-11,1.7524784956991398e-10,202,0.2811374711168958
5.166666666666666e-11,7.278455691138229e-11,1.8339207841568315e-10,219,0.24976029573705683
5.3888888888888886e-11,6.966393278655731e-11,1.6412402480496098e-10,241,0.28003893623419485
5.611111111111111e-11,6.556811362272455e-11,1.345267053410682e-10,269,0.3151269872440392
5.833333333333333e-11,5.815663132626526e-11,5.050210042008402e-11,0,0
6.055555555555555e-11,5.3280656131226246e-11,6.619463892778556e-11,0,0
6.277777777777777e-11,2.3213142628525707e-10,2.547349469893979e-11,0,0
